item_id,part_number,manufacturer,brand,category,type,price_1,price_2,price_3,description,ignore,cut_sheet,haystack
97223.0,HED5VSTK,VERIS,LYNXSPRING,HUMIDITY,DUCT_HUM,$89.93,$1.00,$89.93,"RH Econ,Duct,5%,0-10V,Tmp,10k w/11k SHNT",,C:\Work\CutSheets\datasheet_1024_hed2msta1.pdf,{}
97224.0,HED5VSX,VERIS,LYNXSPRING,HUMIDITY,DUCT_HUM,$82.79,$1.00,$82.79,"RH Econ,Duct,5%,0-10",,C:\Work\CutSheets\datasheet_1024_hed2msta1.pdf,{}
97225.0,HEW2MSTA,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$107.07,$1.00,$107.07,"RH Econ,Wall,2%,4-20mA,T-Xmtr",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97226.0,HEW2MSTB,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,4-20mA,Temp,100R Pt",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97227.0,HEW2MSTC,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,4-20mA,Temp,1k Pt",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97228.0,HEW2MSTD,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,4-20,Temp,10k T2",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97229.0,HEW2MSTH,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,4-20,Temp,10k T3",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97230.0,HEW2MSTK,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,4-20,Temp,10k w/11k Shnt",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97231.0,HEW2MSTW,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$135.61,$1.00,$135.61,"RH Econ,Wall,2%,4-20,Temp,10k T2 HA",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97232.0,HEW2MSTY,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$120.12,$1.00,$120.12,"RH Econ,Wall,2%,4-20,Temp,10k T2 HA",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97233.0,HEW2MSX,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$92.79,$1.00,$92.79,"RH Econ,Wall,2%,4-20",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97234.0,HEW2VSTA,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$107.07,$1.00,$107.07,"RH Econ,Wall,2%,0-10V,Temp,Xmtr",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97235.0,HEW2VSTC,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,0-10V,Temp,1k",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97236.0,HEW2VSTD,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,0-10V,Temp,10k T2",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97237.0,HEW2VSTE,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,0-10V,Temp,2.2k",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97238.0,HEW2VSTH,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,0-10V,Temp,10k T3",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97239.0,HEW2VSTJ,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,0-10V,Temp,10k",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97240.0,HEW2VSTK,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,0-10V,Temp,10k w/11k Shn",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97241.0,HEW2VSTM,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,0-10V,Temp,20k NTC",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97242.0,HEW2VSTR,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,2%,0-10V,Temp,10k US",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97243.0,HEW2VSX,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$92.79,$1.00,$92.79,"RH Econ,Wall,2%,0-10",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97244.0,HEW3MSTA,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$92.79,$1.00,$92.79,"RH Econ,Wall,3%,4-20mA,T-Xmtr",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97245.0,HEW3MSTA1,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$107.07,$1.00,$107.07,"RH Econ,Wall,3%,4-20mA,T-Xmtr,1C",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97246.0,HEW3MSTB,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH Econ,Wall,3%,4-20mA,Temp,100R Pt",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97247.0,HEW3MSTC,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH Econ,Wall,3%,4-20mA,Temp,1k Pt",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97248.0,HEW3MSTD,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH Econ,Wall,3%,4-20,Temp,10k T2",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97249.0,HEW3MSTD1,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,3%,4-20mA,Temp,10k T2,1C",,C:\Work\CutSheets\datasheet_1024_hew2msta.pdf,{}
97250.0,HEW3MSTH,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH Econ,Wall,3%,4-20,Temp,10k T3",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97251.0,HEW3MSTU,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH Econ,Wall,3%,4-20,Temp,20k",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97252.0,HEW3MSX,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$78.51,$1.00,$78.51,"RH Econ,Wall,3%,4-20mA,NoTemp",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97253.0,HEW3VSTA,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$92.79,$1.00,$92.79,"RH Econ,Wall,3%,0-10V,Temp,Xmtr",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97254.0,HEW3VSTC,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH Econ,Wall,3%,0-10V,Temp,1k",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97255.0,HEW3VSTD,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH Econ,Wall,3%,0-10V,Temp,10k T2",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97256.0,HEW3VSTD1,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$99.92,$1.00,$99.92,"RH Econ,Wall,3%,0-5/10V,Temp,10k T2,1C",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97257.0,HEW3VSTG,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH Econ,Wall,3%,0-10V,Temp,10k CPC",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97258.0,HEW3VSTH,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH Econ,Wall,3%,0-10V,Temp,10k T3",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97259.0,HEW3VSTK,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH Econ,Wall,3%,0-10V,Temp,10kw/11kS",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97260.0,HEW3VSTM,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH Econ,Wall,3%,0-10V,Temp,20k NTC",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97261.0,HEW3VSTN,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$85.65,$1.00,$85.65,"RH/T,Econ,Wall,3%,0-10V,1K8",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97262.0,HEW3VSX,VERIS,LYNXSPRING,HUMIDITY,WALL_HUM,$78.51,$1.00,$78.51,"RH Econ,Wall,3%,0-10",,C:\Work\CutSheets\HEW_d0117 (1).pdf,{}
97284.0,HO2NMSTK2,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$378.60,$1.00,$378.60,"RH Outdoor,2%,NIST,10k w/11kS,2 Cal",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97285.0,HO2NMSTN,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$349.19,$1.00,$349.19,"RH Outdoor,2%,NIST,4-20mA,Temp,1800R TAC",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97286.0,HO2NMSX,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$334.48,$1.00,$334.48,"RH Outdoor,2%,NIST,4-20mA",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97287.0,HO2NVSTA1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$388.89,$1.00,$388.89,"RH Outdr,2%,NIST,5/10VDC,TXmtr,-40to122F",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97288.0,HO2NVSTA11,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$403.60,$1.00,$403.60,"RH Out,2%,NIST,5/10V,TXmtr,-40/122F,1Cal",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97289.0,HO2NVSTC,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$349.19,$1.00,$349.19,"RH Outdoor,2%,NIST,5/10VDC,Temp,1k RTD",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97290.0,HO2NVSTC1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$363.89,$1.00,$363.89,"RH Outdoor,2%,NIST,5/10VDC,1k RTD,1Cal",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97291.0,HO2NVSTC2,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$378.60,$1.00,$378.60,"RH Outdoor,2%,NIST,5/10VDC,1k RTD,2C",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97292.0,HO2NVSTD,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$349.19,$1.00,$349.19,"RH Outdoor,2%,NIST,5/10VDC,Temp,10k T2",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97293.0,HO2NVSTG,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$349.19,$1.00,$349.19,"RH Outdoor,2%,NIST,5/10VDC,Temp,10k CPC",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97294.0,HO2NVSTH,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$349.19,$1.00,$349.19,"RH Outdoor,2%,NIST,5/10VDC,Temp,10kT3",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97295.0,HO2NVSTH1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$363.89,$1.00,$363.89,"RH Outdoor,2%,NIST,5/10VDC,10kT3,1CAL",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97296.0,HO2NVSTS,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$349.19,$1.00,$349.19,"RH Outdoor,2%,NIST,5/10VDC,Temp,10k 3A",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97297.0,HO2NVSX,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$334.48,$1.00,$334.48,"RH Outdoor,2%,NIST,5/10VDC",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97298.0,HO2XMCTA1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$271.59,$1.00,$271.59,"RH Outdoor,2%,4-20mA,CE,T-Xmtr,-40to122F",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97299.0,HO2XMCTD,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,4-20mA,CE,Temp,10k T2 RTD",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97300.0,HO2XMCTD1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$240.17,$1.00,$240.17,"RH Outdoor,2%,4-20mA,CE,Temp,10k T2,1C",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97301.0,HO2XMCX,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$185.57,$1.00,$185.57,"RH Outdoor,2%,4-20mA,CE",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97302.0,HO2XMSTA1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$271.59,$1.00,$271.59,"RH Outdoor,2%,4-20mA,T-Xmtr,-40to122F",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97303.0,HO2XMSTA12,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$300.13,$1.00,$300.13,"RH Outdoor,2%,4-20mA,T-Xmtr,-40to122F,2C",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97304.0,HO2XMSTA2,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$271.59,$1.00,$271.59,"RH Outdoor,2%,4-20mA,T-Xmtr,32-122F",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97305.0,HO2XMSTA21,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$285.85,$1.00,$285.85,"RH Outdoor,2%,4-20mA,T-Xmtr,32-122F,1CAL",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97306.0,HO2XMSTB,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,4-20mA,Temp,100R Pt",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97307.0,HO2XMSTC,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,4-20mA,Temp,1k RTD",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97308.0,HO2XMSTC1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$240.17,$1.00,$240.17,"RH Outdoor,2%,4-20mA,Temp,1k RTD,1 Cal",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97309.0,HO2XMSTD,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,4-20mA,Temp,10k T2",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97310.0,HO2XMSTD1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$240.17,$1.00,$240.17,"RH Outdoor,2%,4-20mA,Temp,10k T2,1 Cal",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97311.0,HO2XMSTF,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,4-20mA,Temp,3k",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97312.0,HO2XMSTH,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,4-20mA,Temp,10k T3",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97313.0,HO2XMSTH1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$240.17,$1.00,$240.17,"RH Outdoor,2%,4-20mA,Temp,10k T3,1 CAL",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97314.0,HO2XMSTJ,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,4-20mA,Temp,10k DALE",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97315.0,HO2XMSTK,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,4-20mA,Temp,10k w/11kS",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97316.0,HO2XMSTM,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,4-20mA,Temp,20k NTC",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97317.0,HO2XMSTR1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$240.17,$1.00,$240.17,"RH Outdoor,2%,4-20mA,Temp,10k US,1Cal",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97318.0,HO2XMSTW,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$242.67,$1.00,$242.67,"RH Outdoor,2%,4-20mA,Temp,10k T2 HA",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97319.0,HO2XMSX,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$185.57,$1.00,$185.57,"RH Outdoor,2%,4-20mA",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97320.0,HO2XVCTC,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,5/10VDC,CE,Temp,1k RTD",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97321.0,HO2XVCTD,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$225.91,$1.00,$225.91,"RH Outdoor,2%,5/10VDC,CE,Temp,10k T2",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97322.0,HO2XVSTA1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$271.59,$1.00,$271.59,"RH Outdoor,2%,5/10VDC,T-Xmtr,-40to122F",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97323.0,HO2XVSTA12,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$300.13,$1.00,$300.13,"RH Outdoor,2%,5/10V,Xmtr,-40to122F,2CAL",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97324.0,HO2XVSTA2,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$271.59,$1.00,$271.59,"RH Outdoor,2%,5/10VDC,T-Xmtr,32-122F",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97325.0,HO2XVSTC,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,5/10VDC,Temp,1k Pt",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97326.0,HO2XVSTC1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$240.17,$1.00,$240.17,"RH Outdoor,2%,5/10VDC,Temp,1k Pt,1PtCal",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97327.0,HO2XVSTC2,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$254.45,$1.00,$254.45,"RH Outdoor,2%,5/10VDC,Temp,1k Pt,2C",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97328.0,HO2XVSTD,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,5/10VDC,Temp,10k T2",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97329.0,HO2XVSTD1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$240.17,$1.00,$240.17,"RH Outdoor,2%,5/10VDC,Temp,10k T2,1CAL",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97330.0,HO2XVSTF,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,5/10VDC,Temp,3k",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97331.0,HO2XVSTG,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,5/10VDC,Temp,CPC",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97332.0,HO2XVSTH,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,5/10VDC,Temp,10k T3",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97333.0,HO2XVSTH1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$240.17,$1.00,$240.17,"RH Outdoor,2%,5/10VDC,Temp,10k T3,1PtCal",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97334.0,HO2XVSTH2,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$254.45,$1.00,$254.45,"RH Outdoor,2%,5/10VDC,Temp,10k T3,2PtCal",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97335.0,HO2XVSTJ,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,5/10VDC,Temp,10k DALE",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97336.0,HO2XVSTK,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,5/10VDC,Temp,10k w/11kS",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97337.0,HO2XVSTM,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,5/10VDC,Temp,20k NTC",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97338.0,HO2XVSTN,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$206.99,$1.00,$206.99,"RH Outdoor,2%,5/10VDC,Temp,1k8 TAC",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97339.0,HO2XVSTY,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$228.40,$1.00,$228.40,"RH Outdoor,2%,5/10VDC,Temp,10k T3HA",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97340.0,HO2XVSX,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$185.57,$1.00,$185.57,"RH Outdoor,2%,5/10VDC",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97341.0,HO3XMSTA1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$245.89,$1.00,$245.89,"RH Outdoor,3%,4-20mA,T-Xmtr,-40to122F",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97342.0,HO3XMSTA11,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$260.16,$1.00,$260.16,"RH Outdoor,3%,4-20mA,T-Xmtr,-40to122F,1C",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97343.0,HO3XMSTA2,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$245.89,$1.00,$245.89,"RH Outdoor,3%,4-20mA,T-Xmtr,32-122F",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97344.0,HO3XMSTB,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$178.44,$1.00,$178.44,"RH Outdoor,3%,4-20mA,Temp,100R Pt",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97345.0,HO3XMSTC,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$178.44,$1.00,$178.44,"RH Outdoor,3%,4-20mA,Temp,1k Pt",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97346.0,HO3XMSTD,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$178.44,$1.00,$178.44,"RH Outdoor,3%,4-20mA,Temp,10k T2",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97347.0,HO3XMSTE,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$178.44,$1.00,$178.44,"RH Outdoor,3%,4-20mA,Temp,2.2k",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97348.0,HO3XMSTF,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$178.44,$1.00,$178.44,"RH Outdoor,3%,4-20mA,Temp,3k",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97349.0,HO3XMSTG,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$178.44,$1.00,$178.44,"RH Outdoor,3%,4-20mA,Temp,10k CPC",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97350.0,HO3XMSTH,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$178.44,$1.00,$178.44,"RH Outdoor,3%,4-20mA,Temp,10k T3",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97351.0,HO3XMSTH1,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$245.89,$1.00,$245.89,"RH Outdoor,3%,4-20mA,Temp,10k T3,1Pt Cal",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97352.0,HO3XMSTJ,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$178.44,$1.00,$178.44,"RH Outdoor,3%,4-20mA,Temp,10k DALE",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
97353.0,HO3XMSTK,VERIS,LYNXSPRING,HUMIDITY,OUTSIDE_HUM,$178.44,$1.00,$178.44,"RH Outdoor,3%,4-20mA,Temp,10k w/11kS",,C:\Work\CutSheets\datasheet_1024_hd1nmcta1.pdf,{}
